#SpeciesID	Snow1	Snow2	Snow3	Snow4	Snow5	Snow6	Snow7	Snow8	SupC1	SupC2	SupC3	SupC4	SupC5	SupS1	SupS2	SupS3	ProW1	ProW2	ProW3	ProW4	ProW5	ProW6	ProW7	ProW8	ProS1	ProS2	ProS3	ProS4	ProS5	ProS6	ProS7	ProS8	SupS4	SupS5	SupS6	SupS7	SubS1	SubS2	SubS3	SubM1	SubM2	SubM3
ASV149	0	0	0	0	5	7	6	3	162	135	326	401	221	28	55	35	0	0	0	0	0	0	0	0	0	5	5	0	0	6	0	0	0	0	10	11	21	0	0	0	0	8
ASV150	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	38	33	0	0	33	10	74	124	309	311	96	67	115	144	0	0	0	0	0	29	54	0	0	0
ASV151	0	10	0	0	0	19	0	0	11	68	26	245	141	0	14	0	0	0	17	14	10	22	14	16	18	0	0	0	12	0	0	23	68	0	0	14	59	499	127	0	0	0
ASV152	47	0	0	0	0	0	0	0	0	0	0	0	0	41	27	17	169	244	41	0	63	0	32	187	0	0	0	0	0	0	0	0	34	0	0	86	0	0	0	11	376	32
ASV153	0	7	0	0	9	0	0	10	17	0	18	16	10	19	0	0	0	0	0	0	0	0	0	0	0	0	0	184	908	126	0	0	0	0	7	17	16	29	0	0	0	9
ASV154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	188	19	26	211	61	158	50	0	0	0	0	14	131	417	0	0	0
ASV155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	0	28	0	40	104	409	203	108	281	102	49	0	0	0	0	0	21	0	0	0	0
ASV156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	64	0	0	0	0	0	0	174	119	187	125	146	59	111	0	0	0	0	44	106	220	0	0	0
ASV157	0	0	0	0	0	0	0	0	88	145	50	48	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	67	14	0	0	617	0	213	0	0	0
ASV158	0	0	0	0	0	0	0	0	125	197	294	293	329	0	0	0	0	5	7	4	0	0	0	0	0	0	0	0	0	0	0	0	11	0	26	0	9	24	0	0	12	10
ASV159	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	22	43	69	212	629	305	24	13	0	0	0	0	0	0	0	0	0	0
ASV160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	82	34	45	100	55	7	16	999	0	0	0	0	0	0	0	0	3	3
ASV161	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	91	107	71	173	172	84	154	348	0	0	0	0	0	30	41	0	0	0
ASV162	0	10	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	105	67	80	167	45	0	648	177	0	0	0	0	0	0	0	0	0	0
ASV163	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	192	165	40	85	469	44	16	0	0	0	0	0	0	0	104	25	10
ASV164	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	10	0	0	0	0	101	22	0	0	0	0	78	449	657	0	0	0
ASV165	6	11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	36	24	46	24	34	35	100	0	0	0	0	192	403	398	0	0	0
ASV166	0	0	0	0	5	6	10	9	165	79	347	203	180	0	12	13	0	0	8	4	0	0	6	0	11	3	5	7	0	0	6	11	4	0	0	7	34	21	155	0	0	9
ASV167	9	10	17	14	23	0	11	6	0	0	0	0	0	184	24	135	24	56	87	74	23	56	58	23	0	6	0	0	7	0	0	9	63	89	35	167	0	0	0	18	47	29
ASV168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	20	19	0	0	31	0	67	206	102	135	121	57	339	177	0	0	0	0	0	0	0	0	0	0
ASV169	0	0	0	0	0	0	0	0	145	117	347	280	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	122	0	0	0
ASV170	0	3	264	236	2	39	563	103	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	5	8	11	0	0	10	0	0	3	5	0	0	0	0	0	5
ASV171	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	16	0	136	101	306	236	101	102	90	153	0	8	0	0	0	0	0	0	0	0
ASV172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	15	19	0	0	0	0	49	32	0	0	0	0	225	364	554	0	0	0
ASV173	0	0	0	0	0	0	0	0	158	129	213	222	181	0	0	0	0	5	7	12	0	0	0	8	14	0	0	0	0	0	148	74	11	0	0	12	16	41	0	9	0	6
ASV174	0	0	0	0	0	0	0	0	141	50	85	195	148	0	0	0	13	0	0	0	0	0	0	0	47	0	11	0	0	0	0	0	15	0	0	0	63	265	214	0	0	0
ASV175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	17	0	0	18	0	101	90	86	78	33	28	114	163	0	0	0	0	65	88	319	0	0	5
ASV176	0	25	28	16	73	0	71	14	0	0	0	0	0	57	0	44	191	96	56	119	241	29	0	31	0	0	8	0	0	0	0	0	19	31	30	15	0	0	0	0	22	14
ASV177	0	0	0	0	0	0	0	0	0	0	0	0	0	91	49	39	0	184	78	51	26	296	165	184	0	0	0	0	0	0	0	0	0	30	0	21	0	0	0	15	0	0
ASV178	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	22	241	104	0	0	197	0	26	38	0	49	17	14	0	76	0	0	0	0	33	323	75	0	0	0
ASV179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	69	24	0	0	109	0	19	193	121	227	90	42	238	90	0	0	0	0	0	0	0	0	0	0
ASV180	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	101	133	148	329	253	0	83	122	0	0	0	0	0	0	40	0	0	0
ASV181	14	10	0	0	0	8	0	6	0	0	0	0	0	127	0	17	143	89	242	97	9	89	24	56	0	0	0	0	0	0	0	0	0	0	24	11	0	0	0	85	125	39
ASV182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	170	93	108	0	0	348	465	0	0	0	0	0	0	0	0	0	0
ASV183	0	80	0	0	359	15	16	23	54	0	0	54	0	314	152	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV184	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	14	8	10	11	5	25	0	159	72	13	25	9	0	515	203	0	0	0	0	47	54	17	9	0	4
ASV185	0	0	0	0	0	0	0	0	226	57	269	430	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV186	0	0	0	0	0	0	0	0	15	15	24	29	0	20	0	0	0	0	0	0	0	0	12	0	16	49	42	175	421	141	81	122	0	0	19	0	0	0	16	0	0	0
ASV187	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	259	31	0	89	30	43	48	677	0	0	0	0	0	0	0	0	0	0
ASV188	0	46	0	0	56	36	0	0	80	202	109	76	92	29	23	14	0	0	34	0	0	0	72	0	0	0	0	0	0	0	0	0	85	68	0	26	44	32	10	16	0	22
ASV189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	52	109	45	150	59	0	81	179	0	0	0	0	63	405	0	0	0	0
ASV190	0	0	0	0	0	0	0	0	263	83	225	474	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	236	0	0	103	0	0	733	0	0	0	0	0	0	0	0	0	0
ASV192	0	48	10	0	67	35	72	58	0	0	0	0	0	136	0	99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	458	97	51	0	0	0	0	0	0	0
ASV193	0	27	0	0	0	0	0	0	99	261	115	124	138	0	0	0	0	0	14	0	0	0	11	0	0	0	0	0	0	0	0	0	49	25	72	30	51	28	50	0	9	15
ASV194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	110	110	125	30	220	138	151	7	25	15	34	0	0	17	38	0	0	0	0	0	0	0	0	0	0
ASV195	19	28	38	0	36	18	36	23	0	0	0	0	0	3	33	34	3	11	171	62	13	8	38	3	1	5	2	0	0	0	0	18	36	120	40	172	0	0	0	33	68	26
ASV196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	35	15	20	27	49	26	15	24	19	24	0	14	26	0	0	0	0	0	200	188	394	0	0	0
ASV197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	102	214	267	115	142	124	105	0	0	0	0	0	0	0	0	0	0
ASV198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	192	149	86	85	218	67	40	0	0	0	0	0	0	0	75	28	0
ASV199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	5	0	0	0	1041	12	0	7	0	0	0	0	0	0
ASV200	0	0	0	0	0	0	0	0	216	48	252	326	171	0	0	0	0	0	10	0	0	0	0	2	0	0	0	0	0	0	0	0	16	0	0	13	0	0	0	0	10	5
ASV201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	5	0	0	0	33	20	208	134	208	118	21	56	62	178	0	0	0	0	0	0	0	0	5	0
ASV202	0	13	0	0	25	9	0	10	0	0	0	0	0	237	27	114	0	10	0	12	0	10	9	14	3	0	0	0	0	0	0	0	0	0	0	0	217	70	256	0	0	19
ASV203	0	0	0	0	0	0	0	0	0	0	0	0	0	47	21	39	0	0	0	2	0	0	0	3	0	0	0	22	407	499	0	0	0	0	0	0	0	0	0	0	0	0
ASV204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18	100	325	332	102	55	26	37	0	0	0	0	17	0	28	0	0	0
ASV205	0	13	0	0	0	0	0	0	18	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	460	46	21	0	0	0	36	219	0	0	0	0	47	16	142	0	0	0
ASV206	0	0	0	0	0	0	0	0	70	74	258	226	218	0	0	0	0	0	0	0	0	0	0	0	0	15	0	18	0	0	0	31	0	0	7	0	55	0	64	0	0	0
ASV207	0	0	0	0	0	0	0	0	7	0	8	0	1009	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	89	46	61	45	246	121	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	62	53	63	0	0	37	32	0	0	0	0	245	170	338	0	0	0
ASV210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	972	0	0	0	0	33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV211	0	0	0	0	0	0	0	0	0	994	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV212	0	554	0	0	82	0	5	0	4	0	0	9	0	0	3	0	0	0	0	0	0	9	8	12	20	0	0	11	0	8	12	0	0	0	0	0	49	15	109	14	40	29
ASV213	0	0	0	0	0	0	0	0	0	0	0	0	0	59	30	76	49	84	72	96	43	130	130	91	0	0	0	0	0	0	47	0	39	0	0	0	0	0	0	27	0	18
ASV214	0	0	0	0	0	0	0	0	8	5	11	8	12	0	0	0	7	0	3	0	2	0	2	7	59	0	0	0	0	0	237	0	0	0	0	0	59	394	170	0	0	2
ASV215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	70	0	0	0	0	0	0	0	0	119	153	564	0	0	0
ASV216	0	6	8	0	11	15	28	9	12	14	0	13	8	0	0	14	21	0	218	79	17	13	164	16	0	0	17	0	0	0	6	0	0	0	10	27	17	181	46	8	0	0
ASV217	0	0	0	0	0	0	0	0	121	35	71	155	96	0	0	0	21	26	42	58	24	39	0	28	0	41	39	88	30	0	0	0	12	7	15	11	13	0	0	0	0	0
ASV218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	65	82	138	0	0	238	449	0	0	0	0	0	0	0	0	0	0
ASV219	0	0	0	0	0	0	0	0	132	19	15	121	32	66	39	66	0	27	25	23	10	17	38	0	0	0	0	0	0	0	0	0	42	31	48	35	0	0	0	47	54	78
ASV220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	8	0	0	9	0	0	115	188	138	0	38	85	128	0	0	0	0	37	94	108	0	0	0
ASV221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	395	43	14	15	8	19	88	367	0	0	0	0	0	0	0	5	0	0
ASV222	0	0	0	0	0	0	0	0	155	49	188	431	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV223	0	0	0	0	0	0	0	0	30	22	19	20	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	22	19	0	23	588	107	86	0	0	0
ASV224	0	0	0	0	0	0	0	0	130	74	169	265	121	0	0	0	5	16	7	0	0	0	0	5	0	3	0	0	0	0	5	0	0	0	0	1	24	74	30	6	5	4
ASV225	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0	14	4	20	21	29	17	22	109	23	9	67	18	70	15	0	121	55	0	3	3	7	83	38	165	0	0	0
ASV226	0	0	0	0	0	0	0	0	40	26	0	22	30	0	0	22	0	63	73	52	0	36	110	48	23	24	0	38	0	0	38	0	15	0	66	67	26	0	0	32	36	51
ASV227	0	0	0	0	0	0	0	0	17	0	0	13	9	7	17	13	0	0	0	0	0	0	0	0	32	85	14	45	20	0	150	238	0	0	0	10	79	99	74	0	0	9
ASV228	46	50	89	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	36	8	28	94	0	0	0	364	77	98
ASV229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	49	141	201	54	34	283	41	0	0	0	0	0	0	0	0	0	0
ASV230	0	0	0	0	12	0	7	0	0	0	0	0	4	99	21	34	0	0	0	11	5	23	30	28	26	33	33	45	31	37	19	22	32	0	28	22	113	76	100	0	17	0
ASV231	0	0	0	0	0	0	0	0	30	24	52	122	76	0	0	0	0	0	0	0	0	0	0	0	0	36	54	46	21	18	0	0	6	0	0	0	57	115	251	0	0	0
ASV232	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	12	0	0	0	0	66	84	89	100	183	91	107	156	0	0	0	0	0	0	6	0	0	0
ASV233	15	39	0	0	40	23	25	43	75	20	35	64	0	107	61	94	0	17	0	0	0	0	0	22	0	0	0	0	0	0	0	0	0	0	72	63	0	0	0	0	51	37
ASV234	0	0	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	54	293	80	0	0	202	73	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	48	81	0
ASV235	0	0	0	0	0	0	0	0	137	55	90	156	83	6	13	8	10	6	0	7	6	0	12	0	0	16	23	58	11	0	6	28	25	16	45	47	0	0	0	8	19	9
ASV236	0	0	0	0	9	4	0	0	50	49	0	0	29	0	0	0	72	72	61	55	29	106	209	134	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0
ASV237	0	0	0	0	0	0	0	0	148	77	169	304	142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	9	14	2	8	0	0	0	0	0
ASV238	0	0	0	0	0	0	0	0	0	0	0	0	0	33	0	27	0	0	56	36	0	0	85	0	0	39	29	31	0	0	0	0	0	0	0	61	51	141	287	0	0	0
ASV239	0	0	0	0	0	0	0	0	204	72	147	233	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	0	0	23	0	0	0	0	0	0
ASV240	0	15	22	0	0	9	0	0	0	0	0	0	0	61	45	0	0	0	0	0	0	0	0	0	80	115	98	24	42	222	38	13	0	0	0	0	10	0	0	75	0	0
ASV241	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	35	0	0	0	30	0	61	69	45	174	90	105	0	186	0	0	0	0	57	0	0	0	0	0
ASV242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	74	50	0	0	0	0	93	90	526	0	0	0
ASV243	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58	110	138	526	27	0	0	0	0	0	0	0	0	0	0	0
ASV244	0	0	0	0	0	0	0	0	108	124	215	223	190	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	403	455	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV246	0	0	0	0	0	0	0	0	72	71	154	194	134	0	0	0	0	0	0	0	0	0	0	0	0	23	19	48	0	0	0	42	0	0	0	0	52	0	47	0	0	0
ASV247	0	0	0	0	33	0	0	0	0	0	0	0	0	38	0	0	71	55	115	61	16	52	126	73	0	0	0	0	0	0	0	0	0	32	78	9	0	0	0	0	93	0
ASV248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	112	0	166	183	19	39	58	0	0	0	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0
ASV249	0	0	32	55	15	0	26	21	0	0	0	0	0	46	0	35	25	36	35	29	14	37	61	36	0	0	0	0	0	0	0	0	37	15	53	28	0	0	0	30	155	17
ASV250	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	64	0	0	0	0	0	564	0	0	0	0	0	0	0	0	0	0
ASV251	0	0	0	0	0	0	0	0	0	0	0	0	0	41	0	0	0	0	0	0	0	0	736	0	0	0	0	0	0	0	0	57	0	0	0	0	0	0	0	0	0	0
ASV252	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	45	29	29	49	212	108	43	131	25	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0
ASV253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	74	264	126	105	62	178	0	0	0	0	0	0	0	0	0	0	0
ASV254	0	0	0	0	0	0	0	0	43	32	32	29	37	0	0	0	0	0	20	38	0	0	307	40	0	0	0	25	0	0	132	25	0	0	0	0	19	0	41	0	0	0
ASV255	10	89	0	0	67	41	0	20	43	21	0	16	26	174	19	23	17	0	15	14	0	18	14	20	0	0	28	20	16	0	17	22	16	9	9	9	0	0	0	9	12	4
ASV256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	138	127	37	38	224	20	0	0	0	0	0	0	0	0	62	22	0
ASV257	263	42	30	17	33	25	61	0	0	0	0	0	0	45	11	44	0	25	37	0	35	29	15	42	0	0	0	0	0	0	0	0	0	0	34	0	0	0	0	0	0	21
ASV258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	160	0	28	113	215	57	66	155	0	0	0	0	0	0	0	0	0	0
ASV259	0	0	0	0	11	0	0	0	0	0	0	0	0	0	0	0	0	0	201	66	0	12	318	16	0	15	7	28	15	0	38	41	0	0	0	0	0	0	33	0	0	0
ASV260	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	14	0	217	338	189	0	0	0	0	0	0	0	0	18	0	0	0
ASV261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	44	135	101	140	0	65	98	210	0	0	0	0	0	0	0	0	0	0
ASV262	0	0	0	0	0	0	0	0	0	0	0	0	0	28	47	44	71	68	65	97	112	88	76	62	0	0	0	0	0	0	0	0	0	0	38	0	0	0	0	0	0	0
ASV263	0	0	0	0	0	0	0	0	0	0	0	0	0	162	45	210	34	55	42	17	84	0	0	36	0	0	0	0	0	0	0	0	22	35	29	24	0	0	0	0	0	0
ASV264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60	31	15	13	18	163	109	232	121	0	0	0	0	0	28	0	0	0	0	0	0	0	0	0	0	0
ASV265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	12	416	245	85	10	0	0	0	0	0	0	0	0	0	0	0
ASV266	0	0	0	0	0	0	0	0	0	0	0	0	0	84	0	11	50	50	18	51	0	152	190	88	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	33	37	0
ASV267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	17	140	97	50	0	0	0	0	0	0	0	213	161	76	0	0	0
ASV268	0	0	0	0	0	0	0	0	47	0	29	80	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	170	25	89	218	0	0	32	0	11	22
ASV269	0	10	15	0	32	21	13	19	47	50	26	48	36	43	23	42	9	0	0	0	0	0	17	0	0	10	0	0	0	0	20	14	5	0	0	7	33	84	102	19	21	8
ASV270	0	0	0	0	0	0	0	0	92	49	40	417	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0
ASV271	0	0	0	0	0	0	0	0	70	36	84	244	86	0	0	0	0	0	0	0	0	0	0	0	5	12	0	6	0	0	0	38	0	0	0	0	87	0	103	0	0	0
ASV272	0	27	0	0	0	0	0	0	37	69	43	56	37	0	0	0	0	0	72	0	0	0	53	0	0	55	28	0	0	16	0	59	17	9	18	7	31	30	35	0	39	25
ASV273	0	0	0	0	0	0	0	0	182	83	47	306	81	0	0	0	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	10	14	0	0	0	0	0	0
ASV274	0	269	0	0	45	0	0	0	7	0	9	8	0	0	0	0	0	0	0	0	0	0	0	0	11	0	6	8	5	0	9	11	15	11	0	12	173	22	103	6	22	9
ASV275	0	12	0	0	12	0	0	0	0	0	0	0	0	0	0	0	35	20	17	20	17	0	83	0	48	51	50	73	31	16	110	153	0	0	0	11	0	0	0	0	0	0
ASV276	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	14	35	15	15	12	100	26	15	88	0	0	15	0	75	241	0	0	0	0	0	0	96	0	0	0
ASV277	0	0	0	0	0	0	0	0	102	44	267	217	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	23	0	7	0	0	0
ASV278	0	0	0	0	0	0	0	0	57	21	143	133	100	0	0	0	0	0	0	0	0	0	0	0	0	30	18	42	0	0	0	82	0	0	0	0	54	23	44	0	0	0
ASV279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	152	100	20	16	82	212	0	0	0	0	0	0	0	0	0	0
ASV280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	107	230	383	0	0	0
ASV281	0	0	0	0	0	0	0	0	0	10	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	678	18	0	0	0
ASV282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	71	33	54	11	26	192	213	0	0	0	0	0	0	0	0	0	0
ASV283	0	0	0	0	0	20	19	0	0	0	0	0	0	0	0	0	31	37	0	19	39	0	27	43	0	65	0	0	0	0	28	105	0	0	35	0	227	37	0	0	0	0
ASV284	0	0	0	0	0	0	0	0	132	204	51	78	80	0	0	0	0	0	0	0	0	0	0	10	14	0	0	0	0	0	0	0	33	22	76	0	25	0	0	0	0	0
ASV285	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	25	38	28	0	0	0	0	0	33	0	10	0	0	0	0	51	12	0	0	0	28	82	112	239	0	0	0
ASV286	0	18	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	239	333	33	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV287	11	66	0	0	113	60	29	22	0	20	49	12	0	93	14	0	12	0	21	0	0	10	0	0	0	0	0	0	0	0	0	0	54	31	16	23	0	0	31	13	0	7
ASV288	0	0	0	0	45	20	0	14	0	0	0	0	0	254	45	325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV289	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13	16	14	228	245	158	9	12	0	0	0	0	0	0	0	0	0	7
ASV290	0	0	0	0	0	0	0	0	79	138	72	177	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54	21	18	0	0	0
ASV291	0	0	0	0	0	0	0	0	0	0	0	0	0	524	0	149	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0
ASV292	0	50	0	0	109	28	17	11	32	53	42	53	43	32	23	0	13	0	20	19	0	0	13	0	0	0	0	0	0	0	0	0	19	13	25	0	0	38	23	0	13	0
ASV293	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	17	32	104	6	0	152	24	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	8	0	25	0	0	30	589	0	0	0	0	0	0	0	0	0	0
ASV295	0	0	0	2	311	74	26	241	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	5	0	4	5	0	0	0	6	0	0	0	0	0	0	0	2	0	0
ASV296	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0	99	178	101	0	38	35	0	0	0	0	0	0	86	125	0	0	0
ASV297	0	0	0	0	0	0	0	0	139	50	166	202	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	6
ASV298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	519	0	28	36	0	0	93	0	0	0	0	0	0	0	0	0	0	0
ASV299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31	602	46	0	0	0	0	0	0	0	0	0	0	0	0
ASV300	0	0	0	0	0	0	0	0	176	0	93	224	158	0	0	7	0	0	0	0	0	6	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV301	0	0	0	0	0	0	0	0	0	0	0	0	0	322	141	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV302	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	5	0	0	0	3	0	0	0	0	0	0	0	46	615	0	0	0
